Index;Reference;Index_paragraph;Token;Start_pos;ToposText_update
17183;urn:cts:latinLit:phi0978.phi001:4.34.1;420;Augusta;2031;B-['place']
17184;urn:cts:latinLit:phi0978.phi001:4.34.1;421;,;2038;O
17185;urn:cts:latinLit:phi0978.phi001:4.34.1;422;a;2040;O
17186;urn:cts:latinLit:phi0978.phi001:4.34.1;423;town;2042;O
17187;urn:cts:latinLit:phi0978.phi001:4.34.1;424;of;2047;O
17188;urn:cts:latinLit:phi0978.phi001:4.34.1;425;the;2050;O
17189;urn:cts:latinLit:phi0978.phi001:4.34.1;426;Bracari;2054;O
17190;urn:cts:latinLit:phi0978.phi001:4.34.1;427;,;2061;O
17191;urn:cts:latinLit:phi0978.phi001:4.34.1;428;above;2063;O
17192;urn:cts:latinLit:phi0978.phi001:4.34.1;429;whom;2069;O
17193;urn:cts:latinLit:phi0978.phi001:4.34.1;430;lies;2074;O
17194;urn:cts:latinLit:phi0978.phi001:4.34.1;431;Gallaecia;2079;B-['place']
17195;urn:cts:latinLit:phi0978.phi001:4.34.1;432;.;2088;O
17196;urn:cts:latinLit:phi0978.phi001:4.34.1;433;We;2090;O
17197;urn:cts:latinLit:phi0978.phi001:4.34.1;434;then;2093;O
17198;urn:cts:latinLit:phi0978.phi001:4.34.1;435;come;2098;O
17199;urn:cts:latinLit:phi0978.phi001:4.34.1;436;to;2103;O
17200;urn:cts:latinLit:phi0978.phi001:4.34.1;437;the;2106;O
17201;urn:cts:latinLit:phi0978.phi001:4.34.1;438;river;2110;O
17202;urn:cts:latinLit:phi0978.phi001:4.34.1;439;Limia;2116;B-LOC
17203;urn:cts:latinLit:phi0978.phi001:4.34.1;440;,;2121;O
17204;urn:cts:latinLit:phi0978.phi001:4.34.1;441;and;2123;O
17205;urn:cts:latinLit:phi0978.phi001:4.34.1;442;the;2127;O
17206;urn:cts:latinLit:phi0978.phi001:4.34.1;443;river;2131;O
17207;urn:cts:latinLit:phi0978.phi001:4.34.1;444;Durius;2137;B-['place']
17208;urn:cts:latinLit:phi0978.phi001:4.34.1;445;,;2143;O
17209;urn:cts:latinLit:phi0978.phi001:4.34.1;446;one;2145;O
17210;urn:cts:latinLit:phi0978.phi001:4.34.1;447;of;2149;O
17211;urn:cts:latinLit:phi0978.phi001:4.34.1;448;the;2152;O
17212;urn:cts:latinLit:phi0978.phi001:4.34.1;449;largest;2156;O
17213;urn:cts:latinLit:phi0978.phi001:4.34.1;450;in;2164;O
17214;urn:cts:latinLit:phi0978.phi001:4.34.1;451;Spain;2167;B-LOC
17215;urn:cts:latinLit:phi0978.phi001:4.34.1;452;,;2172;O
17216;urn:cts:latinLit:phi0978.phi001:4.34.1;453;and;2174;O
17217;urn:cts:latinLit:phi0978.phi001:4.34.1;454;which;2178;O
17218;urn:cts:latinLit:phi0978.phi001:4.34.1;455;rises;2184;O
17219;urn:cts:latinLit:phi0978.phi001:4.34.1;456;in;2190;O
17220;urn:cts:latinLit:phi0978.phi001:4.34.1;457;the;2193;O
17221;urn:cts:latinLit:phi0978.phi001:4.34.1;458;district;2197;O
17222;urn:cts:latinLit:phi0978.phi001:4.34.1;459;of;2206;O
17223;urn:cts:latinLit:phi0978.phi001:4.34.1;460;the;2209;O
17224;urn:cts:latinLit:phi0978.phi001:4.34.1;461;Pelendones;2213;B-LOC
17225;urn:cts:latinLit:phi0978.phi001:4.34.1;462;,;2223;O
17226;urn:cts:latinLit:phi0978.phi001:4.34.1;463;passes;2225;O
17227;urn:cts:latinLit:phi0978.phi001:4.34.1;464;near;2232;O
17228;urn:cts:latinLit:phi0978.phi001:4.34.1;465;Numantia;2237;B-['place']
17229;urn:cts:latinLit:phi0978.phi001:4.34.1;466;,;2245;O
17230;urn:cts:latinLit:phi0978.phi001:4.34.1;467;and;2247;O
17231;urn:cts:latinLit:phi0978.phi001:4.34.1;468;through;2251;O
17232;urn:cts:latinLit:phi0978.phi001:4.34.1;469;the;2259;O
17233;urn:cts:latinLit:phi0978.phi001:4.34.1;470;Arevaci;2263;B-LOC
17234;urn:cts:latinLit:phi0978.phi001:4.34.1;471;and;2271;O
17235;urn:cts:latinLit:phi0978.phi001:4.34.1;472;the;2275;O
17236;urn:cts:latinLit:phi0978.phi001:4.34.1;473;Vaccaei;2279;B-LOC
17237;urn:cts:latinLit:phi0978.phi001:4.34.1;474;,;2286;O
17238;urn:cts:latinLit:phi0978.phi001:4.34.1;475;dividing;2288;O
17239;urn:cts:latinLit:phi0978.phi001:4.34.1;476;the;2297;O
17240;urn:cts:latinLit:phi0978.phi001:4.34.1;477;Vettones;2301;O
17241;urn:cts:latinLit:phi0978.phi001:4.34.1;478;from;2310;O
17242;urn:cts:latinLit:phi0978.phi001:4.34.1;479;Asturia;2315;B-LOC
17243;urn:cts:latinLit:phi0978.phi001:4.34.1;480;,;2322;O
17244;urn:cts:latinLit:phi0978.phi001:4.34.1;481;the;2324;O
17245;urn:cts:latinLit:phi0978.phi001:4.34.1;482;Gallaeci;2328;B-LOC
17246;urn:cts:latinLit:phi0978.phi001:4.34.1;483;from;2337;O
17247;urn:cts:latinLit:phi0978.phi001:4.34.1;484;Lusitania;2342;B-['place']
17248;urn:cts:latinLit:phi0978.phi001:4.34.1;485;,;2351;O
17249;urn:cts:latinLit:phi0978.phi001:4.34.1;486;and;2353;O
17250;urn:cts:latinLit:phi0978.phi001:4.34.1;487;separating;2357;O
17251;urn:cts:latinLit:phi0978.phi001:4.34.1;488;the;2368;O
17252;urn:cts:latinLit:phi0978.phi001:4.34.1;489;Turduli;2372;O
17253;urn:cts:latinLit:phi0978.phi001:4.34.1;490;from;2380;O
17254;urn:cts:latinLit:phi0978.phi001:4.34.1;491;the;2385;O
17255;urn:cts:latinLit:phi0978.phi001:4.34.1;492;Bracari;2389;O
17256;urn:cts:latinLit:phi0978.phi001:4.34.1;493;.;2396;O
17257;urn:cts:latinLit:phi0978.phi001:4.34.1;494;The;2398;O
17258;urn:cts:latinLit:phi0978.phi001:4.34.1;495;whole;2402;O
17259;urn:cts:latinLit:phi0978.phi001:4.34.1;496;of;2408;O
17260;urn:cts:latinLit:phi0978.phi001:4.34.1;497;the;2411;O
17261;urn:cts:latinLit:phi0978.phi001:4.34.1;498;region;2415;O
17262;urn:cts:latinLit:phi0978.phi001:4.34.1;499;here;2422;O
17263;urn:cts:latinLit:phi0978.phi001:4.34.1;500;mentioned;2427;O
17264;urn:cts:latinLit:phi0978.phi001:4.34.1;501;from;2437;O
17265;urn:cts:latinLit:phi0978.phi001:4.34.1;502;the;2442;O
17266;urn:cts:latinLit:phi0978.phi001:4.34.1;503;Pyrenees;2446;B-['place']
17267;urn:cts:latinLit:phi0978.phi001:4.34.1;504;is;2455;O
17268;urn:cts:latinLit:phi0978.phi001:4.34.1;505;full;2458;O
17269;urn:cts:latinLit:phi0978.phi001:4.34.1;506;of;2463;O
17270;urn:cts:latinLit:phi0978.phi001:4.34.1;507;mines;2466;O
17271;urn:cts:latinLit:phi0978.phi001:4.34.1;508;of;2472;O
17272;urn:cts:latinLit:phi0978.phi001:4.34.1;509;gold;2475;O
17273;urn:cts:latinLit:phi0978.phi001:4.34.1;510;,;2479;O
17274;urn:cts:latinLit:phi0978.phi001:4.34.1;511;silver;2481;O
17275;urn:cts:latinLit:phi0978.phi001:4.34.1;512;,;2487;O
17276;urn:cts:latinLit:phi0978.phi001:4.34.1;513;iron;2489;O
17277;urn:cts:latinLit:phi0978.phi001:4.34.1;514;,;2493;O
17278;urn:cts:latinLit:phi0978.phi001:4.34.1;515;and;2495;O
17279;urn:cts:latinLit:phi0978.phi001:4.34.1;516;lead;2499;O
17280;urn:cts:latinLit:phi0978.phi001:4.34.1;517;,;2503;O
17281;urn:cts:latinLit:phi0978.phi001:4.34.1;518;both;2505;O
17282;urn:cts:latinLit:phi0978.phi001:4.34.1;519;black;2510;O
17283;urn:cts:latinLit:phi0978.phi001:4.34.1;520;and;2516;O
17284;urn:cts:latinLit:phi0978.phi001:4.34.1;521;white;2520;O
17285;urn:cts:latinLit:phi0978.phi001:4.34.1;522;.;2525;O
17286;urn:cts:latinLit:phi0978.phi001:4.35.1;0;§;0;O
17287;urn:cts:latinLit:phi0978.phi001:4.35.1;1;4.35.1;2;O
17288;urn:cts:latinLit:phi0978.phi001:4.35.1;2;LUSITANIA;10;B-LOC
17289;urn:cts:latinLit:phi0978.phi001:4.35.1;3;:;19;O
17290;urn:cts:latinLit:phi0978.phi001:4.35.1;4;After;21;O
17291;urn:cts:latinLit:phi0978.phi001:4.35.1;5;passing;27;O
17292;urn:cts:latinLit:phi0978.phi001:4.35.1;6;the;35;O
17293;urn:cts:latinLit:phi0978.phi001:4.35.1;7;Durius;39;B-['place']
17294;urn:cts:latinLit:phi0978.phi001:4.35.1;8;,;45;O
17295;urn:cts:latinLit:phi0978.phi001:4.35.1;9;Lusitania;47;B-['place']
17296;urn:cts:latinLit:phi0978.phi001:4.35.1;10;begins;57;O
17297;urn:cts:latinLit:phi0978.phi001:4.35.1;11;.;63;O
17298;urn:cts:latinLit:phi0978.phi001:4.35.1;12;We;65;O
17299;urn:cts:latinLit:phi0978.phi001:4.35.1;13;here;68;O
17300;urn:cts:latinLit:phi0978.phi001:4.35.1;14;have;73;O
17301;urn:cts:latinLit:phi0978.phi001:4.35.1;15;the;78;O
17302;urn:cts:latinLit:phi0978.phi001:4.35.1;16;ancient;82;O
17303;urn:cts:latinLit:phi0978.phi001:4.35.1;17;Turduli;90;B-LOC
17304;urn:cts:latinLit:phi0978.phi001:4.35.1;18;,;97;O
17305;urn:cts:latinLit:phi0978.phi001:4.35.1;19;the;99;O
17306;urn:cts:latinLit:phi0978.phi001:4.35.1;20;Paesuri;103;B-LOC
17307;urn:cts:latinLit:phi0978.phi001:4.35.1;21;,;110;O
17308;urn:cts:latinLit:phi0978.phi001:4.35.1;22;the;112;O
17309;urn:cts:latinLit:phi0978.phi001:4.35.1;23;river;116;O
17310;urn:cts:latinLit:phi0978.phi001:4.35.1;24;Vaga;122;B-LOC
17311;urn:cts:latinLit:phi0978.phi001:4.35.1;25;,;126;O
17312;urn:cts:latinLit:phi0978.phi001:4.35.1;26;the;128;O
17313;urn:cts:latinLit:phi0978.phi001:4.35.1;27;town;132;O
17314;urn:cts:latinLit:phi0978.phi001:4.35.1;28;of;137;O
17315;urn:cts:latinLit:phi0978.phi001:4.35.1;29;Talabrica;140;B-['place']
17316;urn:cts:latinLit:phi0978.phi001:4.35.1;30;,;149;O
17317;urn:cts:latinLit:phi0978.phi001:4.35.1;31;the;151;O
17318;urn:cts:latinLit:phi0978.phi001:4.35.1;32;town;155;O
17319;urn:cts:latinLit:phi0978.phi001:4.35.1;33;and;160;O
17320;urn:cts:latinLit:phi0978.phi001:4.35.1;34;river;164;O
17321;urn:cts:latinLit:phi0978.phi001:4.35.1;35;of;170;O
17322;urn:cts:latinLit:phi0978.phi001:4.35.1;36;Aeminium;173;B-['place']
17323;urn:cts:latinLit:phi0978.phi001:4.35.1;37;,;181;O
17324;urn:cts:latinLit:phi0978.phi001:4.35.1;38;the;183;O
17325;urn:cts:latinLit:phi0978.phi001:4.35.1;39;towns;187;O
17326;urn:cts:latinLit:phi0978.phi001:4.35.1;40;of;193;O
17327;urn:cts:latinLit:phi0978.phi001:4.35.1;41;Conimbrica;196;B-['place']
17328;urn:cts:latinLit:phi0978.phi001:4.35.1;42;,;206;O
17329;urn:cts:latinLit:phi0978.phi001:4.35.1;43;Collippo;208;B-['place']
17330;urn:cts:latinLit:phi0978.phi001:4.35.1;44;,;216;O
17331;urn:cts:latinLit:phi0978.phi001:4.35.1;45;and;218;O
17332;urn:cts:latinLit:phi0978.phi001:4.35.1;46;Eburobritium;222;B-['place']
17333;urn:cts:latinLit:phi0978.phi001:4.35.1;47;.;234;O
17334;urn:cts:latinLit:phi0978.phi001:4.35.1;48;A;236;O
17335;urn:cts:latinLit:phi0978.phi001:4.35.1;49;promontory;238;O
17336;urn:cts:latinLit:phi0978.phi001:4.35.1;50;then;249;O
17337;urn:cts:latinLit:phi0978.phi001:4.35.1;51;advances;254;O
17338;urn:cts:latinLit:phi0978.phi001:4.35.1;52;into;263;O
17339;urn:cts:latinLit:phi0978.phi001:4.35.1;53;the;268;O
17340;urn:cts:latinLit:phi0978.phi001:4.35.1;54;sea;272;O
17341;urn:cts:latinLit:phi0978.phi001:4.35.1;55;in;276;O
17342;urn:cts:latinLit:phi0978.phi001:4.35.1;56;shape;279;O
17343;urn:cts:latinLit:phi0978.phi001:4.35.1;57;of;285;O
17344;urn:cts:latinLit:phi0978.phi001:4.35.1;58;a;288;O
17345;urn:cts:latinLit:phi0978.phi001:4.35.1;59;large;290;O
17346;urn:cts:latinLit:phi0978.phi001:4.35.1;60;horn;296;O
17347;urn:cts:latinLit:phi0978.phi001:4.35.1;61;";";300;O
17348;urn:cts:latinLit:phi0978.phi001:4.35.1;62;by;302;O
17349;urn:cts:latinLit:phi0978.phi001:4.35.1;63;some;305;O
17350;urn:cts:latinLit:phi0978.phi001:4.35.1;64;it;310;O
17351;urn:cts:latinLit:phi0978.phi001:4.35.1;65;has;313;O
17352;urn:cts:latinLit:phi0978.phi001:4.35.1;66;been;317;O
17353;urn:cts:latinLit:phi0978.phi001:4.35.1;67;called;322;O
17354;urn:cts:latinLit:phi0978.phi001:4.35.1;68;Artabrum;329;B-LOC
17355;urn:cts:latinLit:phi0978.phi001:4.35.1;69;,;337;O
17356;urn:cts:latinLit:phi0978.phi001:4.35.1;70;by;339;O
17357;urn:cts:latinLit:phi0978.phi001:4.35.1;71;others;342;O
17358;urn:cts:latinLit:phi0978.phi001:4.35.1;72;the;349;O
17359;urn:cts:latinLit:phi0978.phi001:4.35.1;73;Great;353;B-LOC
17360;urn:cts:latinLit:phi0978.phi001:4.35.1;74;Promontory;359;I-LOC
17361;urn:cts:latinLit:phi0978.phi001:4.35.1;75;,;369;O
17362;urn:cts:latinLit:phi0978.phi001:4.35.1;76;while;371;O
17363;urn:cts:latinLit:phi0978.phi001:4.35.1;77;many;377;O
17364;urn:cts:latinLit:phi0978.phi001:4.35.1;78;call;382;O
17365;urn:cts:latinLit:phi0978.phi001:4.35.1;79;it;387;O
17366;urn:cts:latinLit:phi0978.phi001:4.35.1;80;the;390;O
17367;urn:cts:latinLit:phi0978.phi001:4.35.1;81;Promontory;394;O
17368;urn:cts:latinLit:phi0978.phi001:4.35.1;82;of;405;O
17369;urn:cts:latinLit:phi0978.phi001:4.35.1;83;Olisipo;408;B-['place']
17370;urn:cts:latinLit:phi0978.phi001:4.35.1;84;,;415;O
17371;urn:cts:latinLit:phi0978.phi001:4.35.1;85;from;417;O
17372;urn:cts:latinLit:phi0978.phi001:4.35.1;86;the;422;O
17373;urn:cts:latinLit:phi0978.phi001:4.35.1;87;city;426;O
17374;urn:cts:latinLit:phi0978.phi001:4.35.1;88;near;431;O
17375;urn:cts:latinLit:phi0978.phi001:4.35.1;89;it;436;O
17376;urn:cts:latinLit:phi0978.phi001:4.35.1;90;.;438;O
17377;urn:cts:latinLit:phi0978.phi001:4.35.1;91;This;440;O
17378;urn:cts:latinLit:phi0978.phi001:4.35.1;92;spot;445;O
17379;urn:cts:latinLit:phi0978.phi001:4.35.1;93;forms;450;O
17380;urn:cts:latinLit:phi0978.phi001:4.35.1;94;a;456;O
17381;urn:cts:latinLit:phi0978.phi001:4.35.1;95;dividing;458;O
17382;urn:cts:latinLit:phi0978.phi001:4.35.1;96;line;467;O
17383;urn:cts:latinLit:phi0978.phi001:4.35.1;97;in;472;O
17384;urn:cts:latinLit:phi0978.phi001:4.35.1;98;the;475;O
17385;urn:cts:latinLit:phi0978.phi001:4.35.1;99;land;479;O
17386;urn:cts:latinLit:phi0978.phi001:4.35.1;100;,;483;O
17387;urn:cts:latinLit:phi0978.phi001:4.35.1;101;the;485;O
17388;urn:cts:latinLit:phi0978.phi001:4.35.1;102;sea;489;O
17389;urn:cts:latinLit:phi0978.phi001:4.35.1;103;,;492;O
17390;urn:cts:latinLit:phi0978.phi001:4.35.1;104;and;494;O
17391;urn:cts:latinLit:phi0978.phi001:4.35.1;105;the;498;O
17392;urn:cts:latinLit:phi0978.phi001:4.35.1;106;heavens;502;O
17393;urn:cts:latinLit:phi0978.phi001:4.35.1;107;.;509;O
17394;urn:cts:latinLit:phi0978.phi001:4.35.1;108;Here;511;O
17395;urn:cts:latinLit:phi0978.phi001:4.35.1;109;ends;516;O
17396;urn:cts:latinLit:phi0978.phi001:4.35.1;110;one;521;O
17397;urn:cts:latinLit:phi0978.phi001:4.35.1;111;side;525;O
17398;urn:cts:latinLit:phi0978.phi001:4.35.1;112;of;530;O
17399;urn:cts:latinLit:phi0978.phi001:4.35.1;113;Spain;533;B-LOC
17400;urn:cts:latinLit:phi0978.phi001:4.35.1;114;";";538;O
17401;urn:cts:latinLit:phi0978.phi001:4.35.1;115;and;540;O
17402;urn:cts:latinLit:phi0978.phi001:4.35.1;116;,;543;O
17403;urn:cts:latinLit:phi0978.phi001:4.35.1;117;when;545;O
17404;urn:cts:latinLit:phi0978.phi001:4.35.1;118;we;550;O
17405;urn:cts:latinLit:phi0978.phi001:4.35.1;119;have;553;O
17406;urn:cts:latinLit:phi0978.phi001:4.35.1;120;doubled;558;O
17407;urn:cts:latinLit:phi0978.phi001:4.35.1;121;the;566;O
17408;urn:cts:latinLit:phi0978.phi001:4.35.1;122;promontory;570;O
17409;urn:cts:latinLit:phi0978.phi001:4.35.1;123;,;580;O
17410;urn:cts:latinLit:phi0978.phi001:4.35.1;124;the;582;O
17411;urn:cts:latinLit:phi0978.phi001:4.35.1;125;front;586;O
17412;urn:cts:latinLit:phi0978.phi001:4.35.1;126;of;592;O
17413;urn:cts:latinLit:phi0978.phi001:4.35.1;127;Spain;595;B-LOC
17414;urn:cts:latinLit:phi0978.phi001:4.35.1;128;begins;601;O
17415;urn:cts:latinLit:phi0978.phi001:4.35.1;129;.;607;O
17416;urn:cts:latinLit:phi0978.phi001:4.35.1;130;On;609;O
17417;urn:cts:latinLit:phi0978.phi001:4.35.1;131;one;612;O
17418;urn:cts:latinLit:phi0978.phi001:4.35.1;132;side;616;O
17419;urn:cts:latinLit:phi0978.phi001:4.35.1;133;of;621;O
17420;urn:cts:latinLit:phi0978.phi001:4.35.1;134;it;624;O
17421;urn:cts:latinLit:phi0978.phi001:4.35.1;135;lie;627;O
17422;urn:cts:latinLit:phi0978.phi001:4.35.1;136;the;631;O
17423;urn:cts:latinLit:phi0978.phi001:4.35.1;137;North;635;B-LOC
17424;urn:cts:latinLit:phi0978.phi001:4.35.1;138;and;641;O
17425;urn:cts:latinLit:phi0978.phi001:4.35.1;139;the;645;O
17426;urn:cts:latinLit:phi0978.phi001:4.35.1;140;Gallic;649;B-LOC
17427;urn:cts:latinLit:phi0978.phi001:4.35.1;141;Ocean;656;I-LOC
17428;urn:cts:latinLit:phi0978.phi001:4.35.1;142;,;661;O
17429;urn:cts:latinLit:phi0978.phi001:4.35.1;143;on;663;O
17430;urn:cts:latinLit:phi0978.phi001:4.35.1;144;the;666;O
17431;urn:cts:latinLit:phi0978.phi001:4.35.1;145;other;670;O
17432;urn:cts:latinLit:phi0978.phi001:4.35.1;146;the;676;O
17433;urn:cts:latinLit:phi0978.phi001:4.35.1;147;West;680;B-LOC
17434;urn:cts:latinLit:phi0978.phi001:4.35.1;148;and;685;O
17435;urn:cts:latinLit:phi0978.phi001:4.35.1;149;the;689;O
17436;urn:cts:latinLit:phi0978.phi001:4.35.1;150;Atlantic;693;B-LOC
17437;urn:cts:latinLit:phi0978.phi001:4.35.1;151;.;701;O
17438;urn:cts:latinLit:phi0978.phi001:4.35.1;152;The;703;O
17439;urn:cts:latinLit:phi0978.phi001:4.35.1;153;length;707;O
17440;urn:cts:latinLit:phi0978.phi001:4.35.1;154;of;714;O
17441;urn:cts:latinLit:phi0978.phi001:4.35.1;155;this;717;O
17442;urn:cts:latinLit:phi0978.phi001:4.35.1;156;promontory;722;O
17443;urn:cts:latinLit:phi0978.phi001:4.35.1;157;has;733;O
17444;urn:cts:latinLit:phi0978.phi001:4.35.1;158;been;737;O
17445;urn:cts:latinLit:phi0978.phi001:4.35.1;159;estimated;742;O
17446;urn:cts:latinLit:phi0978.phi001:4.35.1;160;by;752;O
17447;urn:cts:latinLit:phi0978.phi001:4.35.1;161;some;755;O
17448;urn:cts:latinLit:phi0978.phi001:4.35.1;162;persons;760;O
17449;urn:cts:latinLit:phi0978.phi001:4.35.1;163;at;768;O
17450;urn:cts:latinLit:phi0978.phi001:4.35.1;164;sixty;771;O
17451;urn:cts:latinLit:phi0978.phi001:4.35.1;165;miles;777;O
17452;urn:cts:latinLit:phi0978.phi001:4.35.1;166;,;782;O
17453;urn:cts:latinLit:phi0978.phi001:4.35.1;167;by;784;O
17454;urn:cts:latinLit:phi0978.phi001:4.35.1;168;others;787;O
17455;urn:cts:latinLit:phi0978.phi001:4.35.1;169;at;794;O
17456;urn:cts:latinLit:phi0978.phi001:4.35.1;170;ninety;797;O
17457;urn:cts:latinLit:phi0978.phi001:4.35.1;171;.;803;O
17458;urn:cts:latinLit:phi0978.phi001:4.35.1;172;A;805;O
17459;urn:cts:latinLit:phi0978.phi001:4.35.1;173;considerable;807;O
17460;urn:cts:latinLit:phi0978.phi001:4.35.1;174;number;820;O
17461;urn:cts:latinLit:phi0978.phi001:4.35.1;175;of;827;O
17462;urn:cts:latinLit:phi0978.phi001:4.35.1;176;writers;830;O
17463;urn:cts:latinLit:phi0978.phi001:4.35.1;177;estimate;838;O
17464;urn:cts:latinLit:phi0978.phi001:4.35.1;178;the;847;O
17465;urn:cts:latinLit:phi0978.phi001:4.35.1;179;distance;851;O
17466;urn:cts:latinLit:phi0978.phi001:4.35.1;180;from;860;O
17467;urn:cts:latinLit:phi0978.phi001:4.35.1;181;this;865;O
17468;urn:cts:latinLit:phi0978.phi001:4.35.1;182;spot;870;O
17469;urn:cts:latinLit:phi0978.phi001:4.35.1;183;to;875;O
17470;urn:cts:latinLit:phi0978.phi001:4.35.1;184;the;878;O
17471;urn:cts:latinLit:phi0978.phi001:4.35.1;185;Pyrenees;882;B-['place']
17472;urn:cts:latinLit:phi0978.phi001:4.35.1;186;at;891;O
17473;urn:cts:latinLit:phi0978.phi001:4.35.1;187;1250;894;O
17474;urn:cts:latinLit:phi0978.phi001:4.35.1;188;miles;899;O
17475;urn:cts:latinLit:phi0978.phi001:4.35.1;189;";";904;O
17476;urn:cts:latinLit:phi0978.phi001:4.35.1;190;and;906;O
17477;urn:cts:latinLit:phi0978.phi001:4.35.1;191;,;909;O
17478;urn:cts:latinLit:phi0978.phi001:4.35.1;192;committing;911;O
17479;urn:cts:latinLit:phi0978.phi001:4.35.1;193;a;922;O
17480;urn:cts:latinLit:phi0978.phi001:4.35.1;194;manifest;924;O
17481;urn:cts:latinLit:phi0978.phi001:4.35.1;195;error;933;O
17482;urn:cts:latinLit:phi0978.phi001:4.35.1;196;,;938;O
17483;urn:cts:latinLit:phi0978.phi001:4.35.1;197;place;940;O
17484;urn:cts:latinLit:phi0978.phi001:4.35.1;198;here;946;O
17485;urn:cts:latinLit:phi0978.phi001:4.35.1;199;the;951;O
17486;urn:cts:latinLit:phi0978.phi001:4.35.1;200;nation;955;O
17487;urn:cts:latinLit:phi0978.phi001:4.35.1;201;of;962;O
17488;urn:cts:latinLit:phi0978.phi001:4.35.1;202;the;965;O
17489;urn:cts:latinLit:phi0978.phi001:4.35.1;203;Artabri;969;O
17490;urn:cts:latinLit:phi0978.phi001:4.35.1;204;,;976;O
17491;urn:cts:latinLit:phi0978.phi001:4.35.1;205;a;978;O
17492;urn:cts:latinLit:phi0978.phi001:4.35.1;206;nation;980;O
17493;urn:cts:latinLit:phi0978.phi001:4.35.1;207;that;987;O
17494;urn:cts:latinLit:phi0978.phi001:4.35.1;208;never;992;O
17495;urn:cts:latinLit:phi0978.phi001:4.35.1;209;was;998;O
17496;urn:cts:latinLit:phi0978.phi001:4.35.1;210;here;1002;O
17497;urn:cts:latinLit:phi0978.phi001:4.35.1;211;.;1006;O
17498;urn:cts:latinLit:phi0978.phi001:4.35.1;212;For;1008;O
17499;urn:cts:latinLit:phi0978.phi001:4.35.1;213;,;1011;O
17500;urn:cts:latinLit:phi0978.phi001:4.35.1;214;making;1013;O
17501;urn:cts:latinLit:phi0978.phi001:4.35.1;215;a;1020;O
17502;urn:cts:latinLit:phi0978.phi001:4.35.1;216;slight;1022;O
17503;urn:cts:latinLit:phi0978.phi001:4.35.1;217;change;1029;O
17504;urn:cts:latinLit:phi0978.phi001:4.35.1;218;in;1036;O
17505;urn:cts:latinLit:phi0978.phi001:4.35.1;219;the;1039;O
17506;urn:cts:latinLit:phi0978.phi001:4.35.1;220;name;1043;O
17507;urn:cts:latinLit:phi0978.phi001:4.35.1;221;,;1047;O
17508;urn:cts:latinLit:phi0978.phi001:4.35.1;222;they;1049;O
17509;urn:cts:latinLit:phi0978.phi001:4.35.1;223;have;1054;O
17510;urn:cts:latinLit:phi0978.phi001:4.35.1;224;placed;1059;O
17511;urn:cts:latinLit:phi0978.phi001:4.35.1;225;at;1066;O
17512;urn:cts:latinLit:phi0978.phi001:4.35.1;226;this;1069;O
17513;urn:cts:latinLit:phi0978.phi001:4.35.1;227;spot;1074;O
17514;urn:cts:latinLit:phi0978.phi001:4.35.1;228;the;1079;O
17515;urn:cts:latinLit:phi0978.phi001:4.35.1;229;Arrotrebae;1083;O
17516;urn:cts:latinLit:phi0978.phi001:4.35.1;230;,;1093;O
17517;urn:cts:latinLit:phi0978.phi001:4.35.1;231;whom;1095;O
17518;urn:cts:latinLit:phi0978.phi001:4.35.1;232;we;1100;O
17519;urn:cts:latinLit:phi0978.phi001:4.35.1;233;have;1103;O
17520;urn:cts:latinLit:phi0978.phi001:4.35.1;234;previously;1108;O
17521;urn:cts:latinLit:phi0978.phi001:4.35.1;235;spoken;1119;O
17522;urn:cts:latinLit:phi0978.phi001:4.35.1;236;of;1126;O
17523;urn:cts:latinLit:phi0978.phi001:4.35.1;237;as;1129;O
17524;urn:cts:latinLit:phi0978.phi001:4.35.1;238;dwelling;1132;O
17525;urn:cts:latinLit:phi0978.phi001:4.35.1;239;in;1141;O
17526;urn:cts:latinLit:phi0978.phi001:4.35.1;240;front;1144;O
17527;urn:cts:latinLit:phi0978.phi001:4.35.1;241;of;1150;O
17528;urn:cts:latinLit:phi0978.phi001:4.35.1;242;the;1153;O
17529;urn:cts:latinLit:phi0978.phi001:4.35.1;243;Celtic;1157;B-LOC
17530;urn:cts:latinLit:phi0978.phi001:4.35.1;244;Promontory;1164;I-LOC
17531;urn:cts:latinLit:phi0978.phi001:4.35.1;245;.;1174;O
17532;urn:cts:latinLit:phi0978.phi001:4.35.2;0;§;0;O
17533;urn:cts:latinLit:phi0978.phi001:4.35.2;1;4.35.2;2;O
17534;urn:cts:latinLit:phi0978.phi001:4.35.2;2;Mistakes;10;O
17535;urn:cts:latinLit:phi0978.phi001:4.35.2;3;have;19;O
17536;urn:cts:latinLit:phi0978.phi001:4.35.2;4;also;24;O
17537;urn:cts:latinLit:phi0978.phi001:4.35.2;5;been;29;O
17538;urn:cts:latinLit:phi0978.phi001:4.35.2;6;made;34;O
17539;urn:cts:latinLit:phi0978.phi001:4.35.2;7;as;39;O
17540;urn:cts:latinLit:phi0978.phi001:4.35.2;8;to;42;O
17541;urn:cts:latinLit:phi0978.phi001:4.35.2;9;the;45;O
17542;urn:cts:latinLit:phi0978.phi001:4.35.2;10;more;49;O
17543;urn:cts:latinLit:phi0978.phi001:4.35.2;11;celebrated;54;O
17544;urn:cts:latinLit:phi0978.phi001:4.35.2;12;rivers;65;O
17545;urn:cts:latinLit:phi0978.phi001:4.35.2;13;.;71;O
