Index,Reference,Index_paragraph,Token,Start_pos,ToposText,flair_nerlarge,ToposText_update,Sentence,Token_ID
13903,urn:cts:latinLit:phi0978.phi001:4.27.1,31,of,161,O,O,O,381,urn:cts:latinLit:phi0978.phi001:4.27.1.381.161
13904,urn:cts:latinLit:phi0978.phi001:4.27.1,32,this,164,O,O,O,381,urn:cts:latinLit:phi0978.phi001:4.27.1.381.164
13905,urn:cts:latinLit:phi0978.phi001:4.27.1,33,gulf,169,O,O,O,381,urn:cts:latinLit:phi0978.phi001:4.27.1.381.169
13906,urn:cts:latinLit:phi0978.phi001:4.27.1,34,must,174,O,O,O,381,urn:cts:latinLit:phi0978.phi001:4.27.1.381.174
13907,urn:cts:latinLit:phi0978.phi001:4.27.1,35,be,179,O,O,O,381,urn:cts:latinLit:phi0978.phi001:4.27.1.381.179
13908,urn:cts:latinLit:phi0978.phi001:4.27.1,36,described,182,O,O,O,381,urn:cts:latinLit:phi0978.phi001:4.27.1.381.182
13909,urn:cts:latinLit:phi0978.phi001:4.27.1,37,.,191,O,O,O,381,urn:cts:latinLit:phi0978.phi001:4.27.1.381.191
13910,urn:cts:latinLit:phi0978.phi001:4.27.1,38,As,193,O,O,O,382,urn:cts:latinLit:phi0978.phi001:4.27.1.382.193
13911,urn:cts:latinLit:phi0978.phi001:4.27.1,39,for,196,O,O,O,382,urn:cts:latinLit:phi0978.phi001:4.27.1.382.196
13912,urn:cts:latinLit:phi0978.phi001:4.27.1,40,its,200,O,O,O,382,urn:cts:latinLit:phi0978.phi001:4.27.1.382.200
13913,urn:cts:latinLit:phi0978.phi001:4.27.1,41,seas,204,O,O,O,382,urn:cts:latinLit:phi0978.phi001:4.27.1.382.204
13914,urn:cts:latinLit:phi0978.phi001:4.27.1,42,",",208,O,O,O,382,urn:cts:latinLit:phi0978.phi001:4.27.1.382.208
13915,urn:cts:latinLit:phi0978.phi001:4.27.1,43,we,210,O,O,O,382,urn:cts:latinLit:phi0978.phi001:4.27.1.382.210
13916,urn:cts:latinLit:phi0978.phi001:4.27.1,44,have,213,O,O,O,382,urn:cts:latinLit:phi0978.phi001:4.27.1.382.213
13917,urn:cts:latinLit:phi0978.phi001:4.27.1,45,already,218,O,O,O,382,urn:cts:latinLit:phi0978.phi001:4.27.1.382.218
13918,urn:cts:latinLit:phi0978.phi001:4.27.1,46,made,226,O,O,O,382,urn:cts:latinLit:phi0978.phi001:4.27.1.382.226
13919,urn:cts:latinLit:phi0978.phi001:4.27.1,47,mention,231,O,O,O,382,urn:cts:latinLit:phi0978.phi001:4.27.1.382.231
13920,urn:cts:latinLit:phi0978.phi001:4.27.1,48,of,239,O,O,O,382,urn:cts:latinLit:phi0978.phi001:4.27.1.382.239
13921,urn:cts:latinLit:phi0978.phi001:4.27.1,49,them,242,O,O,O,382,urn:cts:latinLit:phi0978.phi001:4.27.1.382.242
13922,urn:cts:latinLit:phi0978.phi001:4.27.1,50,.,246,O,O,O,382,urn:cts:latinLit:phi0978.phi001:4.27.1.382.246
13923,urn:cts:latinLit:phi0978.phi001:4.27.2,0,§,0,O,O,O,383,urn:cts:latinLit:phi0978.phi001:4.27.2.383.0
13924,urn:cts:latinLit:phi0978.phi001:4.27.2,1,4.27.2,2,O,O,O,383,urn:cts:latinLit:phi0978.phi001:4.27.2.383.2
13925,urn:cts:latinLit:phi0978.phi001:4.27.2,2,The,10,O,O,O,383,urn:cts:latinLit:phi0978.phi001:4.27.2.383.10
13926,urn:cts:latinLit:phi0978.phi001:4.27.2,3,Hellespont,14,B-['place'],B-LOC,B-['place'],383,urn:cts:latinLit:phi0978.phi001:4.27.2.383.14
13927,urn:cts:latinLit:phi0978.phi001:4.27.2,4,has,25,O,O,O,383,urn:cts:latinLit:phi0978.phi001:4.27.2.383.25
13928,urn:cts:latinLit:phi0978.phi001:4.27.2,5,no,29,O,O,O,383,urn:cts:latinLit:phi0978.phi001:4.27.2.383.29
13929,urn:cts:latinLit:phi0978.phi001:4.27.2,6,islands,32,O,O,O,383,urn:cts:latinLit:phi0978.phi001:4.27.2.383.32
13930,urn:cts:latinLit:phi0978.phi001:4.27.2,7,belonging,40,O,O,O,383,urn:cts:latinLit:phi0978.phi001:4.27.2.383.40
13931,urn:cts:latinLit:phi0978.phi001:4.27.2,8,to,50,O,O,O,383,urn:cts:latinLit:phi0978.phi001:4.27.2.383.50
13932,urn:cts:latinLit:phi0978.phi001:4.27.2,9,Europe,53,O,B-LOC,B-LOC,383,urn:cts:latinLit:phi0978.phi001:4.27.2.383.53
13933,urn:cts:latinLit:phi0978.phi001:4.27.2,10,that,60,O,O,O,383,urn:cts:latinLit:phi0978.phi001:4.27.2.383.60
13934,urn:cts:latinLit:phi0978.phi001:4.27.2,11,are,65,O,O,O,383,urn:cts:latinLit:phi0978.phi001:4.27.2.383.65
13935,urn:cts:latinLit:phi0978.phi001:4.27.2,12,worthy,69,O,O,O,383,urn:cts:latinLit:phi0978.phi001:4.27.2.383.69
13936,urn:cts:latinLit:phi0978.phi001:4.27.2,13,of,76,O,O,O,383,urn:cts:latinLit:phi0978.phi001:4.27.2.383.76
13937,urn:cts:latinLit:phi0978.phi001:4.27.2,14,mention,79,O,O,O,383,urn:cts:latinLit:phi0978.phi001:4.27.2.383.79
13938,urn:cts:latinLit:phi0978.phi001:4.27.2,15,.,86,O,O,O,383,urn:cts:latinLit:phi0978.phi001:4.27.2.383.86
13939,urn:cts:latinLit:phi0978.phi001:4.27.2,16,In,88,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.88
13940,urn:cts:latinLit:phi0978.phi001:4.27.2,17,the,91,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.91
13941,urn:cts:latinLit:phi0978.phi001:4.27.2,18,Euxine,95,B-['place'],B-LOC,B-['place'],384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.95
13942,urn:cts:latinLit:phi0978.phi001:4.27.2,19,there,102,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.102
13943,urn:cts:latinLit:phi0978.phi001:4.27.2,20,are,108,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.108
13944,urn:cts:latinLit:phi0978.phi001:4.27.2,21,",",111,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.111
13945,urn:cts:latinLit:phi0978.phi001:4.27.2,22,at,113,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.113
13946,urn:cts:latinLit:phi0978.phi001:4.27.2,23,a,116,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.116
13947,urn:cts:latinLit:phi0978.phi001:4.27.2,24,distance,118,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.118
13948,urn:cts:latinLit:phi0978.phi001:4.27.2,25,of,127,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.127
13949,urn:cts:latinLit:phi0978.phi001:4.27.2,26,a,130,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.130
13950,urn:cts:latinLit:phi0978.phi001:4.27.2,27,mile,132,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.132
13951,urn:cts:latinLit:phi0978.phi001:4.27.2,28,and,137,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.137
13952,urn:cts:latinLit:phi0978.phi001:4.27.2,29,a,141,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.141
13953,urn:cts:latinLit:phi0978.phi001:4.27.2,30,half,143,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.143
13954,urn:cts:latinLit:phi0978.phi001:4.27.2,31,from,148,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.148
13955,urn:cts:latinLit:phi0978.phi001:4.27.2,32,the,153,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.153
13956,urn:cts:latinLit:phi0978.phi001:4.27.2,33,European,157,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.157
13957,urn:cts:latinLit:phi0978.phi001:4.27.2,34,shore,166,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.166
13958,urn:cts:latinLit:phi0978.phi001:4.27.2,35,",",171,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.171
13959,urn:cts:latinLit:phi0978.phi001:4.27.2,36,and,173,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.173
13960,urn:cts:latinLit:phi0978.phi001:4.27.2,37,of,177,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.177
13961,urn:cts:latinLit:phi0978.phi001:4.27.2,38,fourteen,180,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.180
13962,urn:cts:latinLit:phi0978.phi001:4.27.2,39,from,189,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.189
13963,urn:cts:latinLit:phi0978.phi001:4.27.2,40,the,194,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.194
13964,urn:cts:latinLit:phi0978.phi001:4.27.2,41,mouth,198,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.198
13965,urn:cts:latinLit:phi0978.phi001:4.27.2,42,of,204,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.204
13966,urn:cts:latinLit:phi0978.phi001:4.27.2,43,the,207,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.207
13967,urn:cts:latinLit:phi0978.phi001:4.27.2,44,Strait,211,O,B-LOC,B-LOC,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.211
13968,urn:cts:latinLit:phi0978.phi001:4.27.2,45,",",217,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.217
13969,urn:cts:latinLit:phi0978.phi001:4.27.2,46,the,219,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.219
13970,urn:cts:latinLit:phi0978.phi001:4.27.2,47,two,223,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.223
13971,urn:cts:latinLit:phi0978.phi001:4.27.2,48,Cyanaean,227,B-['place'],O,B-['place'],384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.227
13972,urn:cts:latinLit:phi0978.phi001:4.27.2,49,islands,236,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.236
13973,urn:cts:latinLit:phi0978.phi001:4.27.2,50,",",243,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.243
13974,urn:cts:latinLit:phi0978.phi001:4.27.2,51,by,245,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.245
13975,urn:cts:latinLit:phi0978.phi001:4.27.2,52,some,248,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.248
13976,urn:cts:latinLit:phi0978.phi001:4.27.2,53,called,253,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.253
13977,urn:cts:latinLit:phi0978.phi001:4.27.2,54,the,260,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.260
13978,urn:cts:latinLit:phi0978.phi001:4.27.2,55,Symplegades,264,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.264
13979,urn:cts:latinLit:phi0978.phi001:4.27.2,56,",",275,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.275
13980,urn:cts:latinLit:phi0978.phi001:4.27.2,57,and,277,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.277
13981,urn:cts:latinLit:phi0978.phi001:4.27.2,58,stated,281,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.281
13982,urn:cts:latinLit:phi0978.phi001:4.27.2,59,in,288,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.288
13983,urn:cts:latinLit:phi0978.phi001:4.27.2,60,fabulous,291,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.291
13984,urn:cts:latinLit:phi0978.phi001:4.27.2,61,story,300,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.300
13985,urn:cts:latinLit:phi0978.phi001:4.27.2,62,to,306,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.306
13986,urn:cts:latinLit:phi0978.phi001:4.27.2,63,have,309,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.309
13987,urn:cts:latinLit:phi0978.phi001:4.27.2,64,run,314,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.314
13988,urn:cts:latinLit:phi0978.phi001:4.27.2,65,the,318,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.318
13989,urn:cts:latinLit:phi0978.phi001:4.27.2,66,one,322,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.322
13990,urn:cts:latinLit:phi0978.phi001:4.27.2,67,against,326,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.326
13991,urn:cts:latinLit:phi0978.phi001:4.27.2,68,the,334,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.334
13992,urn:cts:latinLit:phi0978.phi001:4.27.2,69,other,338,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.338
13993,urn:cts:latinLit:phi0978.phi001:4.27.2,70,;,343,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.343
13994,urn:cts:latinLit:phi0978.phi001:4.27.2,71,the,345,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.345
13995,urn:cts:latinLit:phi0978.phi001:4.27.2,72,reason,349,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.349
13996,urn:cts:latinLit:phi0978.phi001:4.27.2,73,being,356,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.356
13997,urn:cts:latinLit:phi0978.phi001:4.27.2,74,the,362,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.362
13998,urn:cts:latinLit:phi0978.phi001:4.27.2,75,circumstance,366,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.366
13999,urn:cts:latinLit:phi0978.phi001:4.27.2,76,that,379,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.379
14000,urn:cts:latinLit:phi0978.phi001:4.27.2,77,they,384,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.384
14001,urn:cts:latinLit:phi0978.phi001:4.27.2,78,are,389,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.389
14002,urn:cts:latinLit:phi0978.phi001:4.27.2,79,separated,393,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.393
14003,urn:cts:latinLit:phi0978.phi001:4.27.2,80,by,403,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.403
14004,urn:cts:latinLit:phi0978.phi001:4.27.2,81,so,406,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.406
14005,urn:cts:latinLit:phi0978.phi001:4.27.2,82,short,409,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.409
14006,urn:cts:latinLit:phi0978.phi001:4.27.2,83,an,415,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.415
14007,urn:cts:latinLit:phi0978.phi001:4.27.2,84,interval,418,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.418
14008,urn:cts:latinLit:phi0978.phi001:4.27.2,85,",",426,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.426
14009,urn:cts:latinLit:phi0978.phi001:4.27.2,86,that,428,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.428
14010,urn:cts:latinLit:phi0978.phi001:4.27.2,87,while,433,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.433
14011,urn:cts:latinLit:phi0978.phi001:4.27.2,88,to,439,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.439
14012,urn:cts:latinLit:phi0978.phi001:4.27.2,89,those,442,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.442
14013,urn:cts:latinLit:phi0978.phi001:4.27.2,90,who,448,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.448
14014,urn:cts:latinLit:phi0978.phi001:4.27.2,91,enter,452,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.452
14015,urn:cts:latinLit:phi0978.phi001:4.27.2,92,the,458,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.458
14016,urn:cts:latinLit:phi0978.phi001:4.27.2,93,Euxine,462,B-['place'],B-LOC,B-['place'],384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.462
14017,urn:cts:latinLit:phi0978.phi001:4.27.2,94,opposite,469,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.469
14018,urn:cts:latinLit:phi0978.phi001:4.27.2,95,to,478,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.478
14019,urn:cts:latinLit:phi0978.phi001:4.27.2,96,them,481,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.481
14020,urn:cts:latinLit:phi0978.phi001:4.27.2,97,they,486,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.486
14021,urn:cts:latinLit:phi0978.phi001:4.27.2,98,appear,491,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.491
14022,urn:cts:latinLit:phi0978.phi001:4.27.2,99,to,498,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.498
14023,urn:cts:latinLit:phi0978.phi001:4.27.2,100,be,501,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.501
14024,urn:cts:latinLit:phi0978.phi001:4.27.2,101,two,504,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.504
14025,urn:cts:latinLit:phi0978.phi001:4.27.2,102,distinct,508,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.508
14026,urn:cts:latinLit:phi0978.phi001:4.27.2,103,islands,517,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.517
14027,urn:cts:latinLit:phi0978.phi001:4.27.2,104,",",524,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.524
14028,urn:cts:latinLit:phi0978.phi001:4.27.2,105,but,526,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.526
14029,urn:cts:latinLit:phi0978.phi001:4.27.2,106,if,530,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.530
14030,urn:cts:latinLit:phi0978.phi001:4.27.2,107,viewed,533,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.533
14031,urn:cts:latinLit:phi0978.phi001:4.27.2,108,in,540,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.540
14032,urn:cts:latinLit:phi0978.phi001:4.27.2,109,a,543,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.543
14033,urn:cts:latinLit:phi0978.phi001:4.27.2,110,somewhat,545,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.545
14034,urn:cts:latinLit:phi0978.phi001:4.27.2,111,oblique,554,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.554
14035,urn:cts:latinLit:phi0978.phi001:4.27.2,112,direction,562,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.562
14036,urn:cts:latinLit:phi0978.phi001:4.27.2,113,they,572,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.572
14037,urn:cts:latinLit:phi0978.phi001:4.27.2,114,have,577,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.577
14038,urn:cts:latinLit:phi0978.phi001:4.27.2,115,the,582,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.582
14039,urn:cts:latinLit:phi0978.phi001:4.27.2,116,appearance,586,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.586
14040,urn:cts:latinLit:phi0978.phi001:4.27.2,117,of,597,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.597
14041,urn:cts:latinLit:phi0978.phi001:4.27.2,118,becoming,600,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.600
14042,urn:cts:latinLit:phi0978.phi001:4.27.2,119,gradually,609,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.609
14043,urn:cts:latinLit:phi0978.phi001:4.27.2,120,united,619,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.619
14044,urn:cts:latinLit:phi0978.phi001:4.27.2,121,into,626,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.626
14045,urn:cts:latinLit:phi0978.phi001:4.27.2,122,one,631,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.631
14046,urn:cts:latinLit:phi0978.phi001:4.27.2,123,.,634,O,O,O,384,urn:cts:latinLit:phi0978.phi001:4.27.2.384.634
14047,urn:cts:latinLit:phi0978.phi001:4.27.2,124,On,636,O,O,O,385,urn:cts:latinLit:phi0978.phi001:4.27.2.385.636
14048,urn:cts:latinLit:phi0978.phi001:4.27.2,125,this,639,O,O,O,385,urn:cts:latinLit:phi0978.phi001:4.27.2.385.639
14049,urn:cts:latinLit:phi0978.phi001:4.27.2,126,side,644,O,O,O,385,urn:cts:latinLit:phi0978.phi001:4.27.2.385.644
14050,urn:cts:latinLit:phi0978.phi001:4.27.2,127,of,649,O,O,O,385,urn:cts:latinLit:phi0978.phi001:4.27.2.385.649
14051,urn:cts:latinLit:phi0978.phi001:4.27.2,128,the,652,O,O,O,385,urn:cts:latinLit:phi0978.phi001:4.27.2.385.652
14052,urn:cts:latinLit:phi0978.phi001:4.27.2,129,Ister,656,B-['place'],B-LOC,B-['place'],385,urn:cts:latinLit:phi0978.phi001:4.27.2.385.656
14053,urn:cts:latinLit:phi0978.phi001:4.27.2,130,there,662,O,O,O,385,urn:cts:latinLit:phi0978.phi001:4.27.2.385.662
14054,urn:cts:latinLit:phi0978.phi001:4.27.2,131,is,668,O,O,O,385,urn:cts:latinLit:phi0978.phi001:4.27.2.385.668
14055,urn:cts:latinLit:phi0978.phi001:4.27.2,132,the,671,O,O,O,385,urn:cts:latinLit:phi0978.phi001:4.27.2.385.671
14056,urn:cts:latinLit:phi0978.phi001:4.27.2,133,single,675,O,O,O,385,urn:cts:latinLit:phi0978.phi001:4.27.2.385.675
14057,urn:cts:latinLit:phi0978.phi001:4.27.2,134,island,682,O,O,O,385,urn:cts:latinLit:phi0978.phi001:4.27.2.385.682
14058,urn:cts:latinLit:phi0978.phi001:4.27.2,135,of,689,O,O,O,385,urn:cts:latinLit:phi0978.phi001:4.27.2.385.689
14059,urn:cts:latinLit:phi0978.phi001:4.27.2,136,the,692,O,O,O,385,urn:cts:latinLit:phi0978.phi001:4.27.2.385.692
14060,urn:cts:latinLit:phi0978.phi001:4.27.2,137,Apolloniates,696,O,O,O,385,urn:cts:latinLit:phi0978.phi001:4.27.2.385.696
14061,urn:cts:latinLit:phi0978.phi001:4.27.2,138,",",708,O,O,O,385,urn:cts:latinLit:phi0978.phi001:4.27.2.385.708
14062,urn:cts:latinLit:phi0978.phi001:4.27.2,139,eighty,710,O,O,O,385,urn:cts:latinLit:phi0978.phi001:4.27.2.385.710
14063,urn:cts:latinLit:phi0978.phi001:4.27.2,140,miles,717,O,O,O,385,urn:cts:latinLit:phi0978.phi001:4.27.2.385.717
14064,urn:cts:latinLit:phi0978.phi001:4.27.2,141,from,723,O,O,O,385,urn:cts:latinLit:phi0978.phi001:4.27.2.385.723
14065,urn:cts:latinLit:phi0978.phi001:4.27.2,142,the,728,O,O,O,385,urn:cts:latinLit:phi0978.phi001:4.27.2.385.728
14066,urn:cts:latinLit:phi0978.phi001:4.27.2,143,Thracian,732,O,B-LOC,O,385,urn:cts:latinLit:phi0978.phi001:4.27.2.385.732
14067,urn:cts:latinLit:phi0978.phi001:4.27.2,144,Bosporus,741,B-['place'],I-LOC,B-['place'],385,urn:cts:latinLit:phi0978.phi001:4.27.2.385.741
14068,urn:cts:latinLit:phi0978.phi001:4.27.2,145,;,749,O,O,O,385,urn:cts:latinLit:phi0978.phi001:4.27.2.385.749
14069,urn:cts:latinLit:phi0978.phi001:4.27.2,146,it,751,O,O,O,385,urn:cts:latinLit:phi0978.phi001:4.27.2.385.751
14070,urn:cts:latinLit:phi0978.phi001:4.27.2,147,was,754,O,O,O,385,urn:cts:latinLit:phi0978.phi001:4.27.2.385.754
14071,urn:cts:latinLit:phi0978.phi001:4.27.2,148,from,758,O,O,O,385,urn:cts:latinLit:phi0978.phi001:4.27.2.385.758
14072,urn:cts:latinLit:phi0978.phi001:4.27.2,149,this,763,O,O,O,385,urn:cts:latinLit:phi0978.phi001:4.27.2.385.763
14073,urn:cts:latinLit:phi0978.phi001:4.27.2,150,place,768,O,O,O,385,urn:cts:latinLit:phi0978.phi001:4.27.2.385.768
14074,urn:cts:latinLit:phi0978.phi001:4.27.2,151,that,774,O,O,O,385,urn:cts:latinLit:phi0978.phi001:4.27.2.385.774
14075,urn:cts:latinLit:phi0978.phi001:4.27.2,152,M,779,O,O,O,385,urn:cts:latinLit:phi0978.phi001:4.27.2.385.779
14076,urn:cts:latinLit:phi0978.phi001:4.27.2,153,.,780,O,O,O,385,urn:cts:latinLit:phi0978.phi001:4.27.2.385.780
14077,urn:cts:latinLit:phi0978.phi001:4.27.2,154,Lucullus,782,O,O,O,386,urn:cts:latinLit:phi0978.phi001:4.27.2.386.782
14078,urn:cts:latinLit:phi0978.phi001:4.27.2,155,brought,791,O,O,O,386,urn:cts:latinLit:phi0978.phi001:4.27.2.386.791
14079,urn:cts:latinLit:phi0978.phi001:4.27.2,156,the,799,O,O,O,386,urn:cts:latinLit:phi0978.phi001:4.27.2.386.799
14080,urn:cts:latinLit:phi0978.phi001:4.27.2,157,Capitoline,803,B-['place'],O,B-['place'],386,urn:cts:latinLit:phi0978.phi001:4.27.2.386.803
14081,urn:cts:latinLit:phi0978.phi001:4.27.2,158,Apollo,814,O,O,O,386,urn:cts:latinLit:phi0978.phi001:4.27.2.386.814
14082,urn:cts:latinLit:phi0978.phi001:4.27.2,159,.,820,O,O,O,386,urn:cts:latinLit:phi0978.phi001:4.27.2.386.820
14083,urn:cts:latinLit:phi0978.phi001:4.27.2,160,Those,822,O,O,O,387,urn:cts:latinLit:phi0978.phi001:4.27.2.387.822
14084,urn:cts:latinLit:phi0978.phi001:4.27.2,161,islands,828,O,O,O,387,urn:cts:latinLit:phi0978.phi001:4.27.2.387.828
14085,urn:cts:latinLit:phi0978.phi001:4.27.2,162,which,836,O,O,O,387,urn:cts:latinLit:phi0978.phi001:4.27.2.387.836
14086,urn:cts:latinLit:phi0978.phi001:4.27.2,163,are,842,O,O,O,387,urn:cts:latinLit:phi0978.phi001:4.27.2.387.842
14087,urn:cts:latinLit:phi0978.phi001:4.27.2,164,to,846,O,O,O,387,urn:cts:latinLit:phi0978.phi001:4.27.2.387.846
14088,urn:cts:latinLit:phi0978.phi001:4.27.2,165,be,849,O,O,O,387,urn:cts:latinLit:phi0978.phi001:4.27.2.387.849
14089,urn:cts:latinLit:phi0978.phi001:4.27.2,166,found,852,O,O,O,387,urn:cts:latinLit:phi0978.phi001:4.27.2.387.852
14090,urn:cts:latinLit:phi0978.phi001:4.27.2,167,between,858,O,O,O,387,urn:cts:latinLit:phi0978.phi001:4.27.2.387.858
